OTU,Kingdom,Phylum,Class,Order,Family,Genus,OUT_genus,mean_relabund,Gut_SubSection
Otu00481,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00481 Rikenella,0.000175,GI_1
Otu00492,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00492 Rikenellaceae_unclassified,0,GI_1
Otu00494,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00494 Ruminococcaceae_unclassified,0.000025,GI_1
Otu00504,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00504 Alistipes,0,GI_1
Otu00509,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00509 Alistipes,0.000095,GI_1
Otu00511,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Otu00511 Clostridiales_unclassified,0,GI_1
Otu00521,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00521 Oscillibacter,0,GI_1
Otu00523,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00523 Alistipes,0,GI_1
Otu00524,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00524 Alistipes,0,GI_1
Otu00532,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00532 Ruminococcaceae_unclassified,0,GI_1
Otu00533,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00533 GCA-900066225,0,GI_1
Otu00536,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00536 Alistipes,0,GI_1
Otu00553,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00553 Alistipes,0,GI_1
Otu00561,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00561 Lachnospiraceae_unclassified,0.00009,GI_1
Otu00563,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,Otu00563 uncultured,0,GI_1
Otu00565,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00565 Victivallaceae_ge,0.00002,GI_1
Otu00567,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00567 Alistipes,0.00017,GI_1
Otu00569,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00569 Akkermansia,0,GI_1
Otu00570,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00570 Ruminococcaceae_unclassified,0,GI_1
Otu00571,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00571 Ruminococcaceae_unclassified,0.000085,GI_1
Otu00575,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00575 Rikenella,0,GI_1
Otu00576,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia,Otu00576 Harryflintia,0,GI_1
Otu00577,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00577 Alistipes,0,GI_1
Otu00578,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00578 Oscillibacter,0,GI_1
Otu00583,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu00583 uncultured_ge,0.00001,GI_1
Otu00584,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00584 Alistipes,0,GI_1
Otu00586,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00586 Alistipes,0,GI_1
Otu00589,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00589 Ruminococcaceae_unclassified,0,GI_1
Otu00590,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00590 Lachnospiraceae_unclassified,0.000015,GI_1
Otu00592,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00592 Alistipes,0,GI_1
Otu00594,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00594 Rikenella,0.00001,GI_1
Otu00605,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-008,Otu00605 Ruminococcaceae_UCG-008,0.00005,GI_1
Otu00609,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00609 Alistipes,0,GI_1
Otu00619,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00619 Alistipes,0,GI_1
Otu00620,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00620 Ruminococcaceae_unclassified,0,GI_1
Otu00622,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,Otu00622 uncultured,0,GI_1
Otu00623,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00623 Rikenella,0,GI_1
Otu00632,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00632 Tyzzerella,0,GI_1
Otu00635,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00635 Rikenellaceae_unclassified,0,GI_1
Otu00639,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00639 Alistipes,0,GI_1
Otu00647,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00647 Ruminococcaceae_unclassified,0,GI_1
Otu00649,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Otu00649 Clostridiales_vadinBB60_group_ge,0,GI_1
Otu00652,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00652 Ruminococcaceae_unclassified,0,GI_1
Otu00663,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00663 Alistipes,0,GI_1
Otu00666,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00666 Ruminiclostridium_5,0,GI_1
Otu00667,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00667 Oscillibacter,0,GI_1
Otu00672,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00672 Ruminococcaceae_unclassified,0.00014,GI_1
Otu00673,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Otu00673 Romboutsia,0.000285,GI_1
Otu00675,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00675 Victivallaceae_ge,0.000025,GI_1
Otu00685,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00685 GCA-900066225,0,GI_1
Otu00686,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Otu00686 Bacteria_unclassified,0,GI_1
Otu00692,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00692 Oscillibacter,0.000075,GI_1
Otu00693,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00693 Oscillibacter,0.000045,GI_1
Otu00696,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00696 Alistipes,0,GI_1
Otu00697,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00697 Tyzzerella,0,GI_1
Otu00708,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00708 Alistipes,0,GI_1
Otu00722,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00722 Alistipes,0,GI_1
Otu00723,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00723 Alistipes,0.00011,GI_1
Otu00724,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00724 Ruminiclostridium_5,0,GI_1
Otu00729,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00729 Rikenellaceae_unclassified,0,GI_1
Otu00731,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00731 Oscillibacter,0,GI_1
Otu00732,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00732 Akkermansia,0.00004,GI_1
Otu00736,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00736 Ruminococcaceae_unclassified,0,GI_1
Otu00744,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00744 Alistipes,0,GI_1
Otu00749,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00749 Ruminiclostridium_5,0,GI_1
Otu00761,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pygmaiobacter,Otu00761 Pygmaiobacter,0,GI_1
Otu00766,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00766 Alistipes,0,GI_1
Otu00767,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00767 Rikenella,0.00007,GI_1
Otu00768,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00768 Rikenella,0,GI_1
Otu00770,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00770 Ruminococcaceae_unclassified,0,GI_1
Otu00778,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-013,Otu00778 Ruminococcaceae_UCG-013,0,GI_1
Otu00781,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00781 Rikenellaceae_unclassified,0,GI_1
Otu00783,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Otu00783 Alphaproteobacteria_unclassified,0,GI_1
Otu00787,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00787 Akkermansia,0.000015,GI_1
Otu00790,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00790 GCA-900066225,0,GI_1
Otu00794,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00794 Ruminococcaceae_unclassified,0,GI_1
Otu00797,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,uncultured,Otu00797 uncultured,0,GI_1
Otu00800,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00800 Alistipes,0,GI_1
Otu00803,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00803 Alistipes,0,GI_1
Otu00806,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00806 Lachnospiraceae_unclassified,0,GI_1
Otu00807,Bacteria,Tenericutes,Mollicutes,Mollicutes_unclassified,Mollicutes_unclassified,Mollicutes_unclassified,Otu00807 Mollicutes_unclassified,0,GI_1
Otu00824,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00824 Ruminococcaceae_unclassified,0,GI_1
Otu00839,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00839 Ruminiclostridium_5,0,GI_1
Otu00846,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00846 Rikenella,0,GI_1
Otu00855,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00855 Ruminococcaceae_unclassified,0,GI_1
Otu00856,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00856 Rikenella,0,GI_1
Otu00872,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00872 Ruminococcaceae_unclassified,0.00011,GI_1
Otu00878,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00878 Alistipes,0,GI_1
Otu00882,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00882 Ruminococcaceae_unclassified,0,GI_1
Otu00906,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00906 Alistipes,0,GI_1
Otu00908,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-013,Otu00908 Ruminococcaceae_UCG-013,0,GI_1
Otu00929,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00929 Rikenella,0.00005,GI_1
Otu00935,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00935 Alistipes,0.000065,GI_1
Otu00958,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu00958 uncultured_ge,0,GI_1
Otu00961,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00961 Alistipes,0,GI_1
Otu00965,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00965 Akkermansia,0.000105,GI_1
Otu00969,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00969 Victivallaceae_ge,0,GI_1
Otu00979,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-014,Otu00979 Ruminococcaceae_UCG-014,0,GI_1
Otu00980,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00980 Alistipes,0,GI_1
Otu00993,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00993 Ruminococcaceae_unclassified,0,GI_1
Otu01004,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Otu01004 Turicibacter,0.00021,GI_1
Otu01011,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu01011 Rikenella,0,GI_1
Otu01021,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu01021 Rikenella,0.00011,GI_1
Otu01028,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu01028 Alistipes,0,GI_1
Otu01030,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu01030 Ruminococcaceae_unclassified,0,GI_1
Otu01040,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu01040 uncultured_ge,0,GI_1
Otu01053,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu01053 Lachnospiraceae_unclassified,0.00007,GI_1
Otu01068,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,Otu01068 Anaerovorax,0,GI_1
Otu01081,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Synergistaceae_unclassified,Otu01081 Synergistaceae_unclassified,0,GI_1
Otu01089,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccaceae_unclassified,Otu01089 Puniceicoccaceae_unclassified,0,GI_1
Otu01166,Bacteria,Tenericutes,Mollicutes,Mollicutes_unclassified,Mollicutes_unclassified,Mollicutes_unclassified,Otu01166 Mollicutes_unclassified,0,GI_1
Otu01176,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu01176 GCA-900066225,0,GI_1
Otu01233,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Otu01233 Clostridiales_unclassified,0,GI_1
Otu01409,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu01409 Rikenella,0,GI_1
Otu00003,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified,Otu00003 Vibrionaceae_unclassified,0.14106,GI_2
Otu00004,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurellaceae_unclassified,Otu00004 Pasteurellaceae_unclassified,0.002715,GI_2
Otu00005,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Otu00005 Turicibacter,0.129215,GI_2
Otu00015,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae_unclassified,Otu00015 Peptostreptococcaceae_unclassified,0.08898,GI_2
Otu00019,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Otu00019 Desulfovibrio,0.000145,GI_2
Otu00025,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00025 Ruminococcaceae_unclassified,0.000295,GI_2
Otu00027,Bacteria,Tenericutes,Mollicutes,DMI,DMI_fa,DMI_ge,Otu00027 DMI_ge,0.00375,GI_2
Otu00032,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae_unclassified,Otu00032 Peptostreptococcaceae_unclassified,0.02364,GI_2
Otu00040,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00040 Akkermansia,0.00017,GI_2
Otu00047,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00047 Alistipes,0.00011,GI_2
Otu00057,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00057 Akkermansia,0.00003,GI_2
Otu00058,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00058 Alistipes,0,GI_2
Otu00059,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Otu00059 Bacteria_unclassified,0.000115,GI_2
Otu00061,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00061 Ruminococcaceae_unclassified,0.00005,GI_2
Otu00062,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Otu00062 Clostridiales_vadinBB60_group_ge,0.000055,GI_2
Otu00063,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00063 Lachnospiraceae_unclassified,0,GI_2
Otu00069,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00069 Ruminiclostridium_5,0.00006,GI_2
Otu00072,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00072 Lachnospiraceae_unclassified,0.00009,GI_2
Otu00079,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_ge,Otu00079 Ruminococcaceae_ge,0.00003,GI_2
Otu00081,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,Otu00081 Clostridiaceae_1_unclassified,0.004245,GI_2
Otu00082,Bacteria,Tenericutes,Mollicutes,DMI,DMI_fa,DMI_ge,Otu00082 DMI_ge,0.000665,GI_2
Otu00083,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00083 Alistipes,0,GI_2
Otu00087,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00087 Victivallaceae_ge,0.000025,GI_2
Otu00089,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00089 Rikenellaceae_unclassified,0.00002,GI_2
Otu00090,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,dgA-11_gut_group,Otu00090 dgA-11_gut_group,0.000015,GI_2
Otu00091,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00091 Ruminococcaceae_unclassified,0.000135,GI_2
Otu00092,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae_unclassified,Otu00092 Peptostreptococcaceae_unclassified,0.006895,GI_2
Otu00094,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00094 Alistipes,0,GI_2
Otu00095,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00095 Ruminococcaceae_unclassified,0.000055,GI_2
Otu00097,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00097 Alistipes,0,GI_2
Otu00100,Bacteria,Spirochaetes,Spirochaetia,Brevinematales,Brevinemataceae,Brevinema,Otu00100 Brevinema,0.006215,GI_2
Otu00104,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00104 Alistipes,0.00005,GI_2
Otu00105,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00105 Alistipes,0,GI_2
Otu00107,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified,Otu00107 Vibrionaceae_unclassified,0.00909,GI_2
Otu00108,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00108 Akkermansia,0,GI_2
Otu00111,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group,Otu00111 Christensenellaceae_R-7_group,0.000035,GI_2
Otu00113,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,Otu00113 Bacteroidia_unclassified,0,GI_2
Otu00118,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00118 Ruminococcaceae_unclassified,0.002155,GI_2
Otu00122,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00122 GCA-900066225,0.00163,GI_2
Otu00124,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00124 Rikenellaceae_unclassified,0,GI_2
Otu00130,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00130 Tyzzerella,0.000015,GI_2
Otu00131,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00131 Alistipes,0.0009,GI_2
Otu00132,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacteraceae_unclassified,Otu00132 Paludibacteraceae_unclassified,0,GI_2
Otu00133,Eukaryota,Parabasalia,Parabasalia_unclassified,Parabasalia_unclassified,Parabasalia_unclassified,Parabasalia_unclassified,Otu00133 Parabasalia_unclassified,0.006405,GI_2
Otu00134,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Otu00134 Clostridiales_vadinBB60_group_ge,0,GI_2
Otu00135,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00135 Alistipes,0,GI_2
Otu00137,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00137 Ruminococcaceae_unclassified,0,GI_2
Otu00139,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00139 Tyzzerella,0.001105,GI_2
Otu00140,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00140 Lachnospiraceae_unclassified,0.00222,GI_2
Otu00141,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,Otu00141 Bacteroidales_unclassified,0,GI_2
Otu00147,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00147 Alistipes,0,GI_2
Otu00148,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallales_unclassified,Victivallales_unclassified,Otu00148 Victivallales_unclassified,0.000035,GI_2
Otu00151,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified,Otu00151 Verrucomicrobiae_unclassified,0,GI_2
Otu00156,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu00156 uncultured_ge,0.000015,GI_2
Otu00157,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Otu00157 Clostridiales_vadinBB60_group_ge,0.000005,GI_2
Otu00158,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00158 Ruminococcaceae_unclassified,0,GI_2
Otu00159,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00159 Alistipes,0,GI_2
Otu00162,Bacteria,Tenericutes,Mollicutes,DMI,DMI_fa,DMI_ge,Otu00162 DMI_ge,0.00054,GI_2
